"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42762378","10.1007/s12032-026-03388-2","Gastrodin enhances the spleen immune function in erythroleukemia by regulating T-cell receptor signaling pathway.","Cheng, Sha; Xu, Yingjiang; Wang, Jianping; Yu, Jia; Hu, Liangliang; Liu, Jiming; Luo, Heng","Medical oncology (Northwood, London, England)","2026-09-19","https://pubmed.ncbi.nlm.nih.gov/42762378/","Erythroleukemia is a malignant hematological disorder often accompanied by severe immunosuppression, with T cell dysfunction playing a central role. Gastrodin, which is derived from Gastrodia elata, has been proven to possess various pharmacological activities such as neuroprotection and immunomodulation. However, whether it can effectively improve the immune function in erythroleukemia has not been reported. Our results demonstrated that gastrodin treatment significantly alleviated splenomegaly and inhibited the malignant progression in erythroleukemia mice. Moreover, it markedly enhanced the proliferative capacity of splenic T cells and promoted the secretion of immune - related cytokines. Mechanistically, gastrodin upregulated the expression of key molecules in the T cell receptor signaling pathway, including LCK, ZAP-70, ITK, PKC, IKK, and NFkappaB, at both the mRNA and protein phosphorylation levels. Notably, through integrated bioinformatics analysis, molecular docking, and cellular thermal shift assays, we found that gastrodin exhibits moderate interaction with the transcription factor Fli-1 in erythroleukemia. Collectively, this study provides the first evidence that gastrodin enhances splenic immune function in erythroleukemia by modulating the T cell receptor (TCR) signaling pathway. Cellular thermal shift assay identified Fli-1 as a protein capable of physically interacting with gastrodin, although its functional contribution remains to be further explored. These findings highlight gastrodin as a promising immunotherapeutic candidate for erythroleukemia."
"pubmed","42758136","10.1093/bioinformatics/btag696","Regulatory-prior-guided attention preserves biological structure during unpaired single-cell RNA-ATAC integration.","Cheng, Zhenglong; Zhang, Jiao; Zhang, Shixiong","Bioinformatics (Oxford, England)","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42758136/","MOTIVATION: Single-cell RNA sequencing and single-cell ATAC sequencing provide complementary views of transcriptional output and chromatin regulatory potential, but integrating unpaired profiles remains challenging because the modalities differ in feature space, sparsity and noise. Existing approaches often frame integration as distribution matching, which can over-align biologically distinct, condition-specific or modality-specific cell states. We present scHPGT, a single-cell Heterogeneous Prior-Guided Transformer for regulatory-prior-guided integration of unpaired RNA and chromatin accessibility profiles. scHPGT uses modality-specific encoders to model RNA and ATAC signals, a prior-guided cross-modal Transformer to constrain gene-peak attention using regulatory links, and a domain-adversarial objective to reduce modality-specific discrepancies in a shared latent space. RESULTS: Across PBMC3k, mouse spleen, CITE-seq/ASAP-seq PBMC and PBMC10k benchmarks, scHPGT improves clustering agreement, label transfer and biological structure preservation while maintaining effective modality alignment. In partial-overlap and condition-shift settings, scHPGT aligns shared populations without forcing unmatched or condition-specific states into inappropriate correspondence. Attention-derived links recover regulatory relationships, highlight marker-gene regulatory regions, recover transcription factor programs and produce regulatory activity profiles consistent with cell-type-specific transcriptional programs. AVAILABILITY AND IMPLEMENTATION: Code and datasets are released at https://github.com/zlCreator/scHPGT. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online."
"pubmed","42757865","10.1021/acs.biochem.6c00501","Molecular Rewiring and Compensatory Mechanisms Sustain DNA Recognition in the Mutant ZTA Transcription Factor: Insights from Molecular Dynamics Simulations.","Duraisamy, Boobalan; Pramanik, Debabrata","Biochemistry","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42757865/","Protein-DNA complexes are stabilized by various interactions through an interaction network between protein and DNA. Any change in the system horizontal line whether through mutations in protein/DNA, external factors, or protein conformational transitions horizontal line can alter the interaction network, affecting structural and functional aspects. Employing all-atom classical molecular dynamics, we investigated how the interaction network in ZTA-DNA is rewired, while key arginine residues in ZTA are mutated to oppositely charged glutamic acids. Using the MM/PBSA technique, we computed per-residue binding energies and correlated them with structural features. A detailed mechanistic study shows that mutations in key arginine residues form new interactions either around the mutation site and/or in the other ZTA monomer. Through load-sharing system attempts to counterbalance the interaction load, leading to reorganization of the existing interaction network. From single- to double-site mutations, the complex partially maintains its structural stability through additional interactions formed by lysine, particularly K178, while multisite mutations cannot sustain its structural stability, leading to system destabilization. Despite inherent structural symmetry in ZTA, an asymmetric monomer contribution is observed upon mutation. The binding affinity of the ZTA-DNA complex shows a good correlation with structural and interaction features, following the trend A > E  approximately  D > C >> B. Overall, our rigorous mechanistic study provides deeper insights into the interaction network reorganization mechanism in the ZTA-DNA system. Since ZTA is a key factor in the Epstein-Barr virus (EBV), this study will be central to understanding DNA recognition and developing drug therapeutics targeting viral transcription factors in EBV."
"pubmed","42757766","10.1093/biomtc/ujag154","A tree-based kernel for densities and its applications in clustering DNase-seq profiles.","Xu, Yuliang; Luo, Kaixuan; Ma, Li","Biometrics","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42757766/","Modeling multiple sampling densities within a hierarchical framework enables borrowing of information across samples. These ""density random effects"" can act as kernels in latent variable models to represent exchangeable subgroups or clusters. A key feature of these kernels is the (functional) covariance they induce, which determines how densities are grouped in mixture models. Our motivating problem is clustering chromatin accessibility profiles from high-throughput DNase-seq experiments to detect transcription factor (TF) binding. TF binding typically produces footprint profiles with spatial patterns, creating long-range dependency across genomic locations. Existing nonparametric hierarchical models impose restrictive covariance assumptions and cannot accommodate such dependencies, often leading to biologically uninformative clusters. We propose a nonparametric density kernel that is flexible enough to capture diverse covariance structures and adapts to various spatial patterns of TF footprints. The kernel specifies dyadic tree splitting probabilities via a multivariate logit-normal model with a sparse precision matrix. Bayesian inference for latent variable models using this kernel is implemented through Gibbs sampling with Polya-Gamma augmentation. Extensive simulations show that our kernel substantially improves clustering accuracy. We apply the proposed mixture model to DNase-seq data from the Encyclopedia of DNA Elements project, which results in biologically meaningful clusters corresponding to binding events of two common TFs."
"pubmed","42757486","10.3892/or.2026.9194","Pemetrexed increases BRCA1 protein stability and sensitizes TNBC cells to radiotherapy.","Jin, Hee; Jeon, Kyung-Hwa; Kang, Chaerin; Lee, Joohyun; Lee, Yeonjin; Kwon, Youngjoo; Lee, Yun-Sil","Oncology reports","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42757486/","BRCA1 is a multifunctional tumor suppressor that orchestrates homologous recombination repair, chromatin remodeling, cell cycle control and apoptosis. Although pathogenic BRCA1 mutations are relatively uncommon, decreased BRCA1 protein expression, which is typically driven by accelerated proteasomal degradation, is implicated in aggressive breast cancer (BC), particularly triple‑negative (TN)BC. These mutations may modulate therapeutic response to DNA‑damaging agents. Given the absence of clinically available strategies to restore BRCA1 stability, the present study evaluated whether pemetrexed (Peme), a multitargeted antifolate identified through an in silico US Food and Drug Administration‑approved drug screen, modulates BRCA1 protein homeostasis in TNBC models. BRCA1 protein abundance, ubiquitination and turnover were assessed using immunoblotting, ubiquitin pull‑down and cycloheximide chase analyses and BRCA1 domain mutants. Functional consequences of Peme treatment were measured by apoptosis assay and BRCA1‑dependent signaling readouts. The radiosensitizing effect of Peme was evaluated in vitro and validated in TNBC xenografts. Peme increased BRCA1 protein levels without altering BRCA1 mRNA, indicating post‑translational regulation. Mechanistically, in silico docking and BRCA1 deletion mutant analyses suggested that the BRCA1 C‑terminal domain may contribute to the effect of Peme on BRCA1 stability, suppressing ubiquitin‑mediated proteasomal degradation and resulting in protein stabilization. Stabilized BRCA1 enhanced apoptotic responses, whereas BRCA1 knockdown attenuated these effects. Combined Peme‑radiation treatment significantly potentiated cytotoxicity in vitro and inhibited tumor growth in vivo, demonstrating a radiosensitizing effect linked to BRCA1 stabilization. Collectively, these findings identified Peme as a BRCA1‑stabilizing agent that enhances therapeutic response to radiation in TNBC. Pharmacological restoration of BRCA1 stability represents a promising strategy to overcome therapeutic resistance in BRCA1‑deficient or functionally compromised BC."
"pubmed","42757144","10.1021/acsomega.6c04040","BAN-SDBPred: Improving Single-Stranded and Double-Stranded DNA-Binding Protein Prediction Using an Attention Network with Bilinear Convolution and Adaptive Sampling Strategy.","Arshad, Kamran; Arif, Muhammad; Worachartcheewan, Apilak; Yu, Dong-Jun","ACS omega","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42757144/","DNA binding proteins play essential roles in numerous biological mechanisms. The DBPs can be either single-stranded binding (SSBs) or double-stranded binding (DSBs) to a DNA molecule. The in-depth identification of SSBs and DSBs has been a hot topic in bioinformatics and is involved in the drug discovery process. Traditional experimental methods failed to characterize the types of DBPs because of high cost and time constraints. While computational prediction of novel SSBs and DSBs has made significant progress, there are still challenges remaining in enhancing overall prediction performance. Methods: Here, we develop a novel BAN-SDBPred (Bilinear Attention Network for Single and Double Stranded DNA-Binding Protein Prediction) method. BAN-SDBPred leverages the evolutionary features by protein language model-based Evolutionary Scale Modeling 2 (ESM2), ProtT5, and a histogram of oriented gradient-based residue pairwise energy content matrix (RECM-HOG)-transformed energy estimation features from sequence alone. Then, the adaptive neighborhood-based sampling (ANBS) algorithm was adopted to solve the imbalance issue. Compared to other deep learning models, the bilinear attention network (BAN) learns the local and global enriched features from the sequences. Extensive experimental results anticipate that BAN-SDBPred outperforms the existing predictors in terms of all performance measures, such as Acc, F1, MCC, etc., on the training and independent test data. Our designed model has significant advantages in discriminating SSBs and DSBs from DBPs with an improved Acc of 2%, Precision of 4.5%, F1 of 21%, MCC of 9%, and area under curve (AUC) of 20%, respectively. We expect this research will help to predict large-scale novel SSBs and DSBs in particular and other binding problems in general. All data and models are available at 10.5281/zenodo.18718092."
"pubmed","42755363","10.1093/nar/gkag902","GenoME: a MoE-based generative model for individualized, multimodal prediction and perturbation of genomic profiles.","Wei, Jiachen; Xue, Yue; Chai, Hao; Gao, Yi Qin","Nucleic acids research","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42755363/","The non-coding genome operates through a complex, multiscale regulatory system where regulated gene expressions are closely associated with cell-type-specific histone modifications, transcription factor binding, and 3D conformation. Developing computational models that can integrate these patterns to predict and interpret the regulatory system remains challenging. Here, we present GenoME, a Mixture of Experts (MoE)-based generative model that uses DNA sequence and cell-type-specific ATAC-seq signals to predict a unified genomic profiles encompassing epigenomics, transcriptomics, and chromatin architecture at base-pair to kilobase resolutions. GenoME enables multiscale predictions for held-out genomic regions and, critically, generalizes to predict the full regulatory landscape of unseen or individualized cell types from a single ATAC-seq input. We equip GenoME with an in silico perturbation framework that accurately forecasts the multimodal consequences of genetic perturbations and identifies functional enhancer-promoter connections, outperforming specialized models like Activity-by-Contact. These predictions can also be used to decipher the transcription factor grammar of cell-type-specific enhancers. GenoME thus provides a versatile, all-in-one platform for generative modeling, cross-cell-type generalization, and causal mechanistic investigation of the multiscale regulatory genome."
"pubmed","42753029","10.1007/s10753-026-02579-3","Fused Azine Derivatives Mitigate Long-Term Paracetamol-Induced Liver Fibrosis in Mice: Role of JNK1/ASK1 and Nrf2/HO-1 Signaling Pathways.","Shawky, Ahmed Reda; Metwaly, Heba A; Ragab, Hanan M; Wahid, Ahmed","Inflammation","2026-09-17","https://pubmed.ncbi.nlm.nih.gov/42753029/","Liver fibrosis is a significant public health issue that necessitates an ongoing urge for efficient novel treatments. Our newly synthesized fused azine derivative compounds (1a, 1b, 2a, and 2b) were used in this study based on our promising results achieved by our team in previous studies on tacrine derivatives. This study investigated these compounds' hepatoprotective effect on mice with paracetamol (APAP) induced liver fibrosis and clarified their possible mechanisms. The administration of these compounds successfully reduced APAP-induced hepatic fibrosis through decreasing serum liver enzymes, as well as the hepatic pathological deterioration. Moreover, they increased hepatic antioxidants and countered oxidative stress caused by APAP. Furthermore, by lowering inflammatory cytokine levels and raising anti-inflammatory marker levels, these compounds effectively ameliorated the inflammatory response. Additionally, they decreased APAP induced levels of apoptosis-signal-regulating kinase-1 (ASK-1) and c-Jun-N-terminal kinase (JNK1). Additionally, they reduced caspase-3 and BCL2-associated X-protein (Bax) levels and promoted Nrf2 signaling pathway activation. Notably, the in-silico computer-assisted simulation docking results were consistent with the experimental measurements."
"pubmed","42752674","10.1371/journal.pone.0358440","Computational screening of oncogenic genetic variations in tumor suppressor proteins driving gastric cancer pathogenesis.","Mim, Faria Ferdouse; Sumiya, Taslima Akter; Khanam, Roksana; Akter, Jannati; Arzu, Farhana; Haque, Samia; Miah, Md Roman; Islam, K M Tanjida; Mahmud, Shahin","PloS one","2026-09-17","https://pubmed.ncbi.nlm.nih.gov/42752674/","Gastric cancer (GC) is currently the fifth most common cancer globally, often driven by dysregulation of tumor suppressor pathways. While individual studies on genetic variations of proteins are common, a comprehensive systems-level analysis of proteins regulating GC pathways showing both expression dysregulation and high mutation frequency remains unexplored. Therefore, our study aimed to identify critical genes and their pathogenic variations disrupting the tumor-suppressive capacity of the GC pathway. We employed a deep learning-based graph neural network model to identify genes exhibiting both dysregulated expression and high mutation propensity in GC. Key tumor suppressor proteins (TP53, CDH1, and APC), their genetic variants, and molecular components were subjected to in-depth computational analyses, including evolutionary conservation profiling, biophysical energetics assessment, and unsupervised machine learning for conformational change detection. Variants were validated from the cBioPortal database and patient survival data. Our deep learning model demonstrated exceptional performance (MSE: 0.00482 +/- 0.00023 to 0.07108 +/- 0.00437; R(2): 0.85098 +/- 0.01903 to 0.85899 +/- 0.01987; AUC-ROC: 0.93095 +/- 0.01758 to 0.93309 +/- 0.00725) and identified 1,886 genes exhibiting both differential expression and mutation propensity. Graph neural network analysis revealed TP53 as the most prominent hub gene (47.6% mutation frequency), followed by ERBB2 (8.8%), CDH1 (8.2%), and APC (6.8%). Variants validation from cBioPortal confirmed the association of GC with 36 missense SNPs that critically affect post-translational modification (methylation and phosphorylation) sites and 60 nonsense SNPs. Furthermore, TP53, CDH1, and APC were significantly upregulated in GC tissues and associated with altered patient survival (p < 0.05). The transcription factor EZH2 and miRNA miR-129-5p were identified as key regulatory elements affecting all three tumor suppressors. Additionally, mutations trigger dysregulation of multiple common oncogenes, including CCNE1/2 and FGFR2. This systems-level analysis provides a molecular framework demonstrating how pathogenic variants fundamentally compromise tumor suppressor proteins in GC pathways, leading to the identification of potential biomarkers and precise therapeutic decisions for GC intervention."
"pubmed","42751103","10.3389/fimmu.2026.1930591","Calcitonin gene-related peptide promotes mast cell-mediated neuroimmune inflammation through the CALCRL/RAMP1-JAK3-STAT1 axis in rosacea.","Li, Xiaojin; Fan, Huiping; Sun, Rui; Ma, Qingsong; Liu, Jiayun; Liu, Chengqi; Zhang, Dong; Ma, Weiyuan","Frontiers in immunology","2026-09-17","https://pubmed.ncbi.nlm.nih.gov/42751103/","INTRODUCTION: Rosacea is a chronic inflammatory skin disorder characterized by neurovascular instability and dysregulated innate immunity. Although mast-cell activation is increasingly recognized as a central pathogenic feature, the neuroimmune mechanisms linking neuropeptide signaling to mast cell-mediated inflammation remain incompletely defined. This study investigated whether calcitonin gene-related peptide (CGRP) promotes mast cell-mediated inflammation in rosacea and explored the underlying signaling mechanism. METHODS: Bioinformatic analyses of the GSE65914 dataset were performed to characterize rosacea-associated molecular pathways and mast-cell signatures. Serum and skin samples from patients with rosacea and healthy controls were analyzed by ELISA, histological staining, and immunofluorescence. In vitro, CGRP-induced mast-cell activation and CALCRL/RAMP1-JAK3-STAT1 signaling were investigated in LUVA cells using RT-qPCR, western blotting, immunofluorescence, degranulation assays, ELISA, and pharmacological approaches, while the potential CALCRL-JAK3 association was assessed by molecular docking and reciprocal co-immunoprecipitation. In vivo, ACK2-mediated mast-cell depletion and pharmacological blockade of the CGRP receptor or JAK3 were evaluated in CGRP-aggravated LL37-induced rosacea-like mouse models. RESULTS: Rosacea lesions showed enrichment of immune-inflammatory pathways, JAK-STAT signaling, and mast cell-associated signatures. Serum CGRP levels were elevated in patients with rosacea and positively correlated with flushing and erythema severity. Lesional skin showed increased CGRP expression and enhanced localization of CALCRL, RAMP1, phosphorylated JAK3, and phosphorylated STAT1 in dermal CD117+ mast cells. In LUVA mast cells, CGRP upregulated CALCRL/RAMP1 expression, activated JAK3-STAT1 signaling, and promoted degranulation, histamine release, and inflammatory mediator production. Molecular docking and reciprocal co-immunoprecipitation supported a potential association between CALCRL and JAK3. Rimegepant or ritlecitinib attenuated CGRP-induced JAK3-STAT1 activation and mast-cell responses. Modulation of the canonical Galphas-cAMP-PKA pathway did not abolish CGRP-induced JAK3-STAT1 phosphorylation, indicating that this response is not primarily mediated by the cAMP-PKA cascade. In vivo, mast-cell lineage depletion attenuated CGRP-driven exacerbation of LL37-induced rosacea-like inflammation, while rimegepant or ritlecitinib alleviated inflammatory changes and reduced JAK3-STAT1 activation and mast-cell responses. CONCLUSION: These findings identify a CGRP-associated neuroimmune pathway in rosacea in which CALCRL/RAMP1-linked JAK3-STAT1 signaling promotes mast cell-mediated inflammatory amplification. Targeting the CGRP-CALCRL/RAMP1-JAK3-STAT1 axis may provide a mechanism-based therapeutic strategy for neurovascular-dominant or treatment-refractory rosacea."
